"","S.No.","sofifa_id","short_name","long_name","Market_Value","Wages","age","pace","shooting","passing","dribbling","defending","physic","Mins_Total","Goals_total","Assists_Total","Shots_per_game_total","Yellow_Cards_Total","Red_Cards_Total","Aerial_Battles_Won_Per_Game_Total","Man_of_The_Match_Total","Player_international_reputation","weak_foot","Club_Int_Prestige","Club_Domestic_Prestige","Player_Continent","Club_Continent","preferred_foot","Position_Final","Clusters"
"2994",4348,240658,"S. Kiyine","Sofian Kiyine",2,2,21,72,57,65,76,64,59,809,0,1,0.899999976,7,0,0.5,0,1,3,6,7,"Africa","Europe Tier 1","Right","Midfield (Attacking/Defensive)",2
"2995",4350,197860,"Ivo Pinto","Ivo Daniel  Ferreira Mendonca Pinto",1.5,1,29,81,47,63,68,68,71,252,0,0,0.699999988,0,0,0.699999988,0,1,3,4,10,"Europe","Europe Tier 4","Right","Defensive Midfield,Defense",2
"2996",4354,124607,"S. Inan","Selçuk Inan",1.9,50,34,48,71,77,71,64,62,1136,1,1,1.400000095,3,0,0.699999988,0,2,3,7,10,"Europe","Europe Tier 2","Right","Midfield (Attacking/Defensive)",2
"2997",4356,182178,"G. Berardi","Gaetano Berardi",1.9,30,30,70,39,60,64,70,77,1064,0,1,0.600000024,5,1,2.200000048,0,1,2,1,9,"Europe","Europe Tier 3","Right","Defense",2
"2998",4357,239250,"Abel Ruiz","Abel Ruiz Ortega",1.9,30,19,72,68,53,68,37,65,21,0,0,1,0,0,0,0,1,3,10,10,"Europe","Europe Tier 1","Right","Forward",2
"2999",4358,202940,"N. Kebano","Neeskens Kebano",1.9,20,27,80,66,65,74,39,54,104,0,0,0.100000001,0,0,0.600000024,0,1,3,1,9,"Africa","Europe Tier 1","Right","Attacking Midfield",2
"3000",4359,157716,"M. Russ","Marco Russ",1.9,20,33,32,47,52,42,74,68,670,0,0,0.699999988,2,0,4.5,0,2,2,5,6,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",2
"3001",4360,158394,"K. Reichel","Ken Reichel",1.5,20,32,68,68,66,67,71,75,2367,0,2,1.299999952,4,1,2.099999905,0,1,3,1,1,"Europe","Europe Tier 1","Left","Defensive Midfield,Defense",2
"3004",4363,193267,"F. Pisacane","Fabio Pisacane",1.9,20,33,64,26,51,62,74,68,2266,1,1,0.300000012,6,0,1.799999952,0,1,3,1,4,"Europe","Europe Tier 1","Right","Defense",2
"3006",4368,188334,"F. Cacciatore","Fabrizio Cacciatore",1.9,20,32,68,53,60,63,73,74,584,0,2,0.400000006,2,0,0.600000024,0,1,3,1,4,"Europe","Europe Tier 1","Right","Defense",2
"3007",4369,201514,"E. Kachunga","Elias Kachunga",1.9,20,27,77,69,63,72,43,72,1182,0,0,0.699999988,2,0,1.200000048,0,1,2,1,7,"Africa","Europe Tier 1","Right","Attacking Midfield,Forward",2
"3008",4370,169345,"M. Suttner","Markus Suttner",1.9,20,32,66,58,72,72,70,67,491,1,1,0.699999988,1,0,1.200000048,0,1,3,1,2,"Europe","Europe Tier 1","Left","Defensive Midfield,Defense",2
"3011",4375,219451,"N. Paz","Nehuén Mario Paz",1.9,15,27,48,41,51,54,71,75,113,0,0,0,1,0,0,0,1,3,2,4,"South America","Europe Tier 1","Left","Defense",2
"3012",4376,236316,"Y. Valery","Yan Valery",1.9,15,20,71,48,57,65,69,71,1715,2,1,0.300000012,3,1,1.799999952,0,1,3,4,4,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",2
"3013",4377,185204,"Diego Ângelo","Diego Ângelo de Oliveira",1.9,15,33,34,62,65,50,75,77,2592,3,2,1.100000024,8,1,3.200000048,4,1,2,3,5,"South America","Europe Tier 2","Left","Defense",2
"3014",4379,199800,"Z. Bergdich","Zakarya Bergdich",1.9,15,30,82,51,65,73,67,74,1730,0,0,0.200000003,5,0,0.600000024,0,1,2,2,4,"Africa","Europe Tier 2","Left","Defensive Midfield,Defense",2
"3015",4382,211848,"B. Zolinski","Ben Zolinski",1.9,15,27,78,68,61,67,61,76,1657,5,4,1.200000048,3,0,0.600000024,0,1,3,1,1,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",2
"3016",4385,200672,"Zhang Linpeng","Zhang Linpeng",1.9,15,30,72,47,61,60,68,82,2276,0,0,0.699999988,4,1,1.600000024,0,1,3,6,10,"Asia","Asia Pacific","Right","Defense",2
"3017",4386,234670,"Jorge Fellipe","Jorge Fellipe de Oliveira Figueiro",1.9,15,30,33,28,43,45,70,77,1642,2,0,1.700000048,5,1,4.199999809,3,1,2,1,1,"South America","Asia Pacific","Left","Defense",2
"3018",4388,232755,"J. Dasilva","Jay Dasilva",1.8,15,21,83,39,59,72,64,60,2037,0,3,0.300000012,1,0,0.5,1,1,3,1,7,"Europe","Europe Tier 3","Left","Defensive Midfield,Defense",2
"3019",4391,188038,"O. Celustka","Ondrej Celustka",1.9,10,30,61,53,65,66,69,74,2078,0,1,0.300000012,5,0,2.299999952,0,1,3,3,5,"Europe","Europe Tier 2","Right","Defense",2
"3020",4393,210434,"F. Chafik","Fouad Chafik",1.9,10,32,67,52,58,69,71,74,1854,0,2,0.400000006,2,0,0.800000012,0,1,3,1,2,"Africa","Europe Tier 1","Right","Defensive Midfield,Defense",2
"3021",4395,193706,"D. Dumic","Dario Dumic",1.9,10,27,54,45,54,47,69,78,1992,1,1,0.5,5,0,2.299999952,1,1,2,2,7,"Europe","Europe Tier 2","Right","Defense",2
"3022",4396,231070,"B. Pittón","Bruno Pittón",1.9,10,26,74,57,64,60,66,58,1834,1,1,0.699999988,2,0,1.100000024,0,1,2,8,9,"South America","South America","Left","Defensive Midfield,Defense",2
"3023",4397,228644,"R. Strieder","Rico Strieder",1.9,10,26,46,41,67,65,66,64,499,0,0,0.100000001,0,0,0.800000012,0,1,3,2,7,"Europe","Europe Tier 2","Right","Defensive Midfield",2
"3025",4399,189228,"M. Caire","Maximiliano Caire",1.9,10,30,78,48,60,69,67,75,516,0,0,1,2,0,2,0,1,4,2,5,"South America","South America","Right","Defensive Midfield,Defense",2
"3026",4400,192091,"Welinton","Welinton Souza Silva",1.9,9,30,58,48,57,48,71,76,1409,1,0,1,5,1,3.200000048,1,1,2,1,2,"South America","Europe Tier 2","Right","Defense",2
"3027",4401,193602,"M. Coronel","Maximiliano Ángel Coronel",1.9,10,30,49,42,51,50,70,66,1932,1,0,0.5,4,0,2,0,1,3,2,5,"South America","South America","Right","Defense",2
"3028",4402,193679,"M. Correia","Marcel Correia",1.9,9,30,64,38,61,62,69,71,2461,2,0,0.5,4,1,4.099999905,1,1,4,1,3,"Europe","Europe Tier 3","Right","Defense",2
"3029",4403,197937,"P. Djilobodji","Papiss Mison Djilobodji",1.9,9,30,64,46,50,49,69,77,174,0,0,0.5,1,1,2.299999952,0,1,3,1,3,"Africa","Europe Tier 2","Left","Defense",2
"3030",4404,207788,"S. Ben Youssef","Syam Ben Youssef",1.9,9,30,60,43,50,49,70,80,2880,2,0,0.699999988,5,0,4.300000191,1,1,3,3,4,"Africa","Europe Tier 2","Right","Defense",2
"3031",4405,208730,"E. Valentini","Enrico Valentini",1.9,9,30,76,59,69,71,65,74,1302,0,2,0.5,2,0,1.5,0,1,3,1,9,"Europe","Europe Tier 3","Right","Defensive Midfield,Defense",2
"3032",4406,207954,"B. Behrendt","Brian Behrendt",1.9,9,27,63,53,56,44,69,75,2257,0,0,0.800000012,6,1,2.400000095,0,1,3,1,5,"Europe","Europe Tier 3","Right","Defensive Midfield,Defense",2
"3033",4407,226102,"C. Dunkley","Chey Dunkley",1.9,10,27,59,35,43,51,69,75,3312,0,0,0.800000012,7,0,5.800000191,5,1,2,1,2,"Europe","Europe Tier 3","Right","Defense",2
"3034",4409,194122,"W. Grigg","Will Grigg",1.9,10,27,76,70,48,65,32,70,895,4,1,1,2,0,1.399999976,0,2,3,2,9,"Europe","Europe Tier 3","Right","Forward",2
"3035",4410,223875,"Y. Bammou","Yacine Bammou",1.9,9,27,66,71,68,70,46,73,919,2,0,1,2,0,1.399999976,0,1,3,1,9,"Africa","Europe Tier 3","Right","Attacking Midfield,Forward",2
"3036",4411,146111,"Mikel Rico","Mikel Rico Moreno",1.9,8,34,40,65,68,66,72,77,243,0,0,0.800000012,0,0,1.799999952,0,1,4,1,2,"Europe","Europe Tier 3","Right","Midfield (Attacking/Defensive)",2
"3038",4419,232695,"F. Sbuttoni","Franco Sbuttoni",1.9,7,30,46,31,48,44,70,77,1,0,0,0,0,1,0,0,1,3,6,3,"South America","South America","Left","Defense",2
"3039",4421,242342,"G. Lódico","Gastón Lódico",1.8,7,21,76,58,70,74,51,57,452,1,0,1.100000024,1,0,0.100000001,0,1,3,7,8,"South America","South America","Right","Midfield (Attacking/Defensive)",2
"3040",4422,245762,"A. Kutucu","Ahmed Kutucu",1.9,8,19,79,69,55,68,41,67,438,2,0,2,0,0,0.400000006,0,1,4,6,8,"Europe","Europe Tier 1","Right","Forward",2
"3041",4428,216605,"Akapo","Carlos Akapo Martínez",1.9,6,26,83,51,62,60,66,76,1012,0,0,0.5,2,0,1.600000024,0,1,3,1,5,"Africa","Europe Tier 3","Right","Defense",2
"3042",4429,243956,"J. Vukovic","Josip Vukovic",1.9,6,27,55,49,64,68,64,73,2108,0,1,0.5,5,1,1.200000048,0,1,3,2,6,"Europe","Europe Tier 3","Right","Defensive Midfield",2
"3043",4430,192938,"Y. Ngbakoto","Yeni Ngbakoto",1.9,6,27,79,69,65,73,25,63,560,1,0,1.200000048,0,0,0.899999976,0,1,3,1,10,"Africa","Europe Tier 3","Right","Attacking Midfield",2
"3044",4432,189938,"M. van der Werff","Maikel van der Werff",1.9,6,30,55,59,66,56,71,71,2217,3,2,0.800000012,4,2,3.5,2,1,3,1,1,"Europe","North America","Right","Defense",2
"3045",4434,212509,"C. Ascues","Carlos Ascues",1.9,5,27,64,57,56,63,67,74,1114,1,1,0.5,2,0,1,0,1,2,5,6,"South America","North America","Right","Defensive Midfield,Defense",2
"3046",4435,234278,"S. Breitkreuz","Steve Breitkreuz",1.9,5,27,63,56,46,52,68,75,1450,0,2,0.200000003,2,0,3,1,1,4,1,2,"Europe","Europe Tier 3","Right","Defense",2
"3047",4436,198538,"B. Paulsen","Bjørn Paulsen",1.9,5,27,62,58,59,58,68,79,1422,2,2,1.100000024,1,0,4.800000191,1,1,3,1,10,"Europe","Europe Tier 4","Right","Defensive Midfield,Defense",2
"3048",4437,200671,"V. Ulloa","Victor Ulloa",1.9,5,27,49,57,64,66,67,72,1946,1,1,0.300000012,4,0,0.800000012,0,1,3,1,1,"North America","North America","Right","Defensive Midfield",2
"3049",4439,202663,"D. Horgan","Daryl Horgan",1.9,6,26,85,62,64,74,32,61,19,0,0,0,0,0,0,0,1,4,1,7,"Europe","Europe Tier 3","Right","Midfield (Attacking/Defensive)",2
"3050",4444,244884,"M. Pellegrini","Matías Pellegrini",1.9,4,19,79,61,60,72,49,51,904,3,1,1.399999976,5,0,0.699999988,3,1,3,6,8,"South America","South America","Left","Attacking Midfield",2
"3051",4449,224314,"M. Gori","Mirko Gori",1.9,3,26,60,55,64,70,66,65,321,0,0,0.400000006,3,0,0.400000006,0,1,3,1,9,"Europe","Europe Tier 3","Left","Midfield (Attacking/Defensive)",2
"3052",4453,236248,"B. Woodburn","Ben Woodburn",1.9,3,19,75,62,59,71,23,52,156,0,0,0.100000001,1,0,0.100000001,0,1,4,10,9,"Europe","Europe Tier 1","Right","Attacking Midfield",2
"3053",4459,167601,"K. Nababkin","Kirill Nababkin",1.9,30,32,76,60,62,60,73,74,2575,0,1,0.600000024,6,1,2.299999952,0,2,4,7,10,"Europe","Europe Tier 2","Right","Defensive Midfield,Defense",2
"3054",4465,139313,"C. Fuchs","Christian Fuchs",1.8,50,33,49,67,76,70,75,68,206,0,0,0.699999988,0,0,1,0,2,2,6,6,"Europe","Europe Tier 1","Left","Defensive Midfield,Defense",2
"3055",4466,193945,"N. Uysal","Necip Uysal",1.8,30,28,70,56,62,66,70,75,1520,0,0,0.800000012,8,0,5.800000191,1,1,3,7,10,"Europe","Europe Tier 2","Right","Defensive Midfield,Defense",2
"3056",4467,186116,"H. Lansbury","Henri  Lansbury",1.8,30,28,58,68,70,68,59,70,98,0,0,0,1,0,0,0,1,3,2,2,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",2
"3057",4468,183893,"C. Yacob","Claudio Ariel Yacob",1.8,20,31,39,57,60,63,71,72,970,0,0,0.400000006,4,0,1.899999976,0,2,3,1,6,"South America","Europe Tier 3","Right","Defensive Midfield",2
"3058",4471,198904,"G. Hanley","Grant Hanley",1.6,20,27,51,34,47,43,71,71,573,1,0,0.800000012,0,0,3,0,1,3,1,1,"Europe","Europe Tier 1","Right","Defense",2
"3059",4472,200841,"C. Jenkinson","Carl Jenkinson",1.8,20,27,68,50,65,67,69,67,407,0,0,0.699999988,0,0,0.600000024,0,2,2,1,6,"Europe","Europe Tier 3","Right","Defense",2
"3060",4473,158810,"G. Inler","Gökhan Inler",1.8,20,35,41,66,72,69,73,70,695,0,0,1,1,0,1.200000048,0,3,5,5,8,"Europe","Europe Tier 2","Right","Defensive Midfield",2
"3061",4474,180635,"T. Elphick","Tommy Elphick",1.8,20,31,38,37,51,55,70,70,1620,1,1,0.400000006,3,0,5.099999905,1,1,3,1,7,"Europe","Europe Tier 1","Right","Defense",2
"3062",4476,229605,"C. Connolly","Callum Connolly",1.7,5,21,60,61,65,67,69,64,1358,2,2,1,4,0,2.299999952,0,1,3,5,6,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",2
"3063",4477,191066,"F. Kroos","Felix Kroos",1.8,20,28,60,63,66,69,66,70,1423,2,1,1.200000048,4,0,1.200000048,0,1,3,1,1,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",2
"3064",4478,193581,"P. Škuletic","Petar Škuletic",1.8,20,29,65,73,48,55,32,75,581,1,1,1.200000048,0,0,1.700000048,1,1,3,2,6,"Europe","Europe Tier 1","Left","Forward",2
"3065",4481,241670,"F. Bradaric","Filip Bradaric",1.8,13,27,61,53,69,66,68,65,1494,0,1,0.5,5,0,0.899999976,0,1,3,1,4,"Europe","Europe Tier 1","Right","Defensive Midfield",2
"3066",4482,222079,"J. Onomah","Josh Onomah",1.8,15,22,72,59,65,72,55,63,906,0,3,0.5,0,0,0.5,0,1,3,1,9,"Europe","Europe Tier 1","Right","Attacking Midfield",2
"3067",4483,200113,"F. Jozefzoon","Florian Jozefzoon",1.1,15,28,91,60,61,73,34,59,1305,2,1,0.600000024,0,0,0.200000003,1,1,4,1,8,"Europe","Europe Tier 3","Right","Attacking Midfield",2
"3068",4484,241941,"S. Nsoki","Stanley Nsoki",1.8,8,20,70,37,59,64,69,71,699,0,0,0,2,0,1.299999952,0,1,2,3,6,"Europe","Europe Tier 1","Left","Defense",2
"3069",4488,199895,"L. Lacroix","Léo Lacroix",1.8,15,27,34,45,59,52,70,78,1036,1,1,0.800000012,3,0,3.799999952,0,1,3,3,6,"Europe","Europe Tier 1","Right","Defense",2
"3070",4489,199789,"M. Yumlu","Mustafa Yumlu",1.8,15,31,36,37,45,47,70,78,984,2,0,1.700000048,3,1,9.399999619,0,1,2,2,4,"Europe","Europe Tier 2","Right","Defense",2
"3071",4490,214906,"A. Hughes","Andrew Hughes",1.8,15,27,72,36,57,59,70,76,2792,3,2,0.699999988,2,0,5.5,1,1,2,1,5,"Europe","Europe Tier 3","Left","Defense",2
"3072",4491,187590,"Z. Sadaev","Zaur Sadaev",1.8,15,29,74,69,55,73,31,73,157,0,0,0.400000006,0,0,0.100000001,0,1,3,5,5,"Europe","Europe Tier 2","Right","Forward",2
"3073",4493,190667,"M. Terrazzino","Marco Terrazzino",1.8,15,28,65,58,69,74,34,59,520,1,0,0.899999976,0,0,0.200000003,0,1,2,2,2,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",2
"3074",4495,237581,"D. Orgill","Dever Orgill",1.8,15,29,84,64,43,66,36,72,1245,6,2,2.099999905,4,0,6.900000095,2,1,3,5,5,"North America","Europe Tier 2","Right","Forward",2
"3075",4496,230824,"Pedro Pereira","Pedro Miguel Lopes Pereira",1.8,15,21,72,39,65,72,68,61,1379,0,0,0.100000001,1,0,0.699999988,0,1,2,7,10,"Europe","Europe Tier 2","Right","Defensive Midfield,Defense",2
"3076",4497,231512,"L. Kelly","Lloyd Kelly",1.8,15,20,77,35,58,67,65,71,2315,1,0,0.300000012,5,0,2.400000095,0,1,3,1,3,"Europe","Europe Tier 1","Left","Defense",2
"3077",4498,188782,"M. Morrison","Michael Morrison",1.8,15,31,50,36,47,42,70,76,3831,7,1,0.600000024,7,0,4.199999809,2,1,3,1,3,"Europe","Europe Tier 3","Right","Defense",2
"3078",4500,231098,"C. Traoré","Charles Traoré",2.4,15,27,75,35,54,66,71,75,1164,0,0,0.5,3,0,2.200000048,1,1,2,2,5,"Africa","Europe Tier 1","Left","Defense",2
"3080",4505,240507,"A. Gomes","Angel Gomes",1.8,10,18,73,62,66,71,39,42,25,0,0,1,0,0,0,0,1,4,7,8,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",2
"3081",4506,165232,"O. Veigneau","Olivier Veigneau",1.8,10,33,66,44,68,70,75,68,2079,0,0,0.300000012,4,0,0.699999988,0,1,3,3,4,"Europe","Europe Tier 2","Left","Defense",2
"3082",4507,204153,"Y. Stark","Yannick Stark",1.8,10,28,70,64,66,65,68,78,1485,1,3,0.800000012,7,0,0.800000012,0,1,4,1,6,"Europe","Europe Tier 3","Right","Defensive Midfield",2
"3083",4510,208700,"D. Blum","Danny Blum",1.8,10,28,84,71,61,74,29,64,2,0,0,0,0,0,0,0,1,3,1,7,"Europe","Europe Tier 3","Left","Attacking Midfield,Forward",2
"3085",4516,173147,"D. Dessena","Daniele Dessena",1.8,10,32,63,67,69,68,70,74,348,0,0,0.5,3,0,0.800000012,0,2,3,2,1,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",2
"3086",4518,193414,"N. Colazo","Nicolás Colazo",1.8,10,28,81,64,68,70,60,68,232,0,1,0.300000012,0,0,1,0,1,3,4,7,"South America","South America","Left","Midfield (Attacking/Defensive)",2
"3087",4519,193528,"I. Sylla","Idrissa Sylla",1.8,10,28,68,67,57,67,28,68,96,0,0,0.300000012,0,0,1.299999952,0,1,3,2,7,"Africa","Europe Tier 3","Left","Forward",2
"3088",4520,239696,"F. Muslija","Florent Muslija",1.8,10,20,78,55,63,77,30,50,676,2,0,1.200000048,1,0,0,0,1,3,3,9,"Europe","Europe Tier 3","Right","Attacking Midfield",2
"3089",4521,245630,"Y. Fofana","Youssouf Fofana",1.8,10,20,75,61,63,70,65,70,911,2,1,0.699999988,0,0,0.300000012,0,1,3,1,4,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",2
"3093",4535,195256,"A. Turan","Atila Turan",1.8,8,27,76,58,68,68,64,71,2143,0,2,0.600000024,8,0,1.299999952,1,1,2,2,4,"Europe","Europe Tier 2","Left","Defensive Midfield,Defense",2
"3094",4537,207805,"L. Sadiku","Loret Sadiku",1.8,8,27,49,57,60,61,69,66,2509,1,3,0.400000006,10,0,1.799999952,1,1,3,3,4,"Europe","Europe Tier 2","Right","Defensive Midfield,Defense",2
"3095",4542,236830,"Z. Youssouf","Zaydou Youssouf",1.8,8,19,71,57,69,73,55,69,525,0,0,2.5,1,0,1.5,0,1,3,3,6,"Europe","Europe Tier 1","Left","Attacking Midfield",2
"3099",4553,220087,"Fabrício Baiano","Fabrício Santos de Jesus",1.8,10,27,64,54,57,65,68,76,1592,0,0,0.300000012,4,0,1.200000048,0,1,3,2,6,"South America","Europe Tier 3","Right","Midfield (Attacking/Defensive)",2
"3100",4555,181989,"A. Ríos","Andrés Ríos",1.8,6,29,78,68,64,72,32,71,263,1,0,0.400000006,1,0,0.5,0,1,4,2,3,"South America","North America","Right","Forward",2
"3101",4556,190497,"D. Hoesen","Danny Hoesen",1.1,5,28,73,70,57,70,35,67,1466,5,3,2,1,0,0.400000006,0,1,4,2,3,"Europe","North America","Right","Attacking Midfield,Forward",2
"3103",4558,214980,"J. Caicedo","Juan Caicedo",1.8,6,29,67,67,56,62,33,70,1081,5,2,1,2,0,1.100000024,0,1,2,6,8,"South America","South America","Right","Forward",2
"3104",4559,219806,"F. Adi","Fanendo Adi",0.925,5,28,66,64,42,67,27,79,696,1,0,1.700000048,1,0,2.799999952,0,1,3,1,1,"Africa","North America","Right","Forward",2
"3105",4561,237075,"C. Ramirez","Christian Ramirez",1.8,6,28,62,69,50,68,30,74,957,4,2,1.600000024,0,0,0.699999988,0,1,3,2,6,"North America","North America","Right","Forward",2
"3106",4562,233500,"L. Sinisterra","Luis Sinisterra",1.8,6,20,82,60,62,73,38,58,49,0,0,1.200000048,0,0,0.200000003,0,1,2,3,9,"South America","Europe Tier 2","Right","Attacking Midfield,Forward",2
"3107",4563,235942,"F. Cassata","Francesco Cassata",1.8,6,21,65,48,68,71,54,59,1130,2,2,0.699999988,9,1,0.400000006,0,1,3,3,5,"Europe","Europe Tier 1","Right","Attacking Midfield",2
"3108",4568,212592,"A. Farrell","Andrew Farrell",1.6,5,27,76,48,60,66,68,78,2693,0,1,0,7,0,1,0,1,2,3,5,"North America","North America","Right","Defense",2
"3109",4574,204394,"E. Gyasi","Edwin Gyasi",1.8,6,28,90,66,62,69,37,66,82,0,0,0.5,0,0,0.300000012,0,1,3,2,6,"Africa","North America","Left","Attacking Midfield,Forward",2
"3111",4580,245022,"N. Opoku","Nicholas Opoku",1.5,5,21,68,37,43,48,68,69,910,0,0,0.400000006,5,0,1.5,0,1,4,3,4,"Africa","Europe Tier 1","Right","Defense",2
"3113",4587,242287,"F. Ortega","Francisco Ortega",1.8,5,20,84,57,61,74,61,71,360,0,0,0.5,0,0,1.299999952,0,1,3,5,5,"South America","South America","Left","Defense",2
"3114",4590,190575,"F. Zuculini","Franco Zuculini",1.8,3,28,68,56,68,71,65,68,909,0,0,1.100000024,6,0,0.5,0,2,3,1,2,"South America","Europe Tier 3","Right","Midfield (Attacking/Defensive)",2
"3115",4591,198223,"R. Maiello","Raffaele Maiello",1.8,3,27,70,59,67,72,55,65,2046,0,0,0.300000012,4,0,0.400000006,0,1,3,1,9,"Europe","Europe Tier 3","Right","Midfield (Attacking/Defensive)",2
"3116",4596,245691,"A. Barreal","Álvaro Barreal",1.8,3,18,86,64,56,74,31,47,197,1,0,0.400000006,0,0,0,0,1,3,5,5,"South America","South America","Left","Midfield (Attacking/Defensive)",2
"3117",4601,246960,"M. Ihattaren","Mohamed Ihattaren",3.5,2,17,72,55,66,73,41,53,399,0,0,0.5,0,0,0.400000006,0,1,4,5,10,"Europe","Europe Tier 2","Left","Attacking Midfield",2
"3118",4606,134744,"A. Hutchinson","Atiba Hutchinson",1.7,40,36,65,64,73,71,75,75,2251,4,1,0.400000006,0,0,1.600000024,2,2,4,7,10,"North America","Europe Tier 2","Right","Defensive Midfield,Defense",2
"3119",4609,240654,"Carles Pérez","Carles Pérez Sayol",4.5,50,21,79,71,61,70,36,51,17,0,0,1,0,0,0,0,1,2,10,10,"Europe","Europe Tier 1","Left","Attacking Midfield",2
"3120",4611,235619,"M. Edwards","Marcus Edwards",6.5,8,20,75,52,62,81,34,44,1727,2,4,1.399999976,0,0,0,2,1,3,3,7,"Europe","Europe Tier 2","Left","Attacking Midfield",2
"3121",4613,188168,"G. Friend","George Friend",1.7,20,31,65,55,61,69,72,74,3271,2,2,0.800000012,4,0,3.200000048,1,1,3,1,8,"Europe","Europe Tier 3","Left","Defensive Midfield,Defense",2
"3122",4619,189272,"A. Esswein","Alexander Esswein",1.7,15,29,77,69,63,70,58,74,1259,0,0,1.700000048,3,0,0.899999976,0,2,3,4,5,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",2
"3123",4624,184990,"Antoñito","Antonio Jesús Regal Angulo",1.7,10,31,81,61,63,70,64,69,1855,2,1,0.300000012,5,0,0.5,0,1,4,1,2,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",2
"3124",4628,230084,"L. Nmecha","Lukas Nmecha",1.7,10,20,79,63,50,66,28,69,2320,4,5,1.399999976,3,0,1.600000024,1,1,4,4,6,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",2
"3125",4631,215215,"F. Fontanini","Fabricio Fontanini",1.7,10,29,40,41,47,51,70,77,1980,2,0,0.699999988,6,0,5.400000095,2,1,2,6,7,"South America","South America","Right","Defense",2
"3126",4632,228174,"C. Carter-Vickers","Cameron Carter-Vickers",1.7,10,21,63,23,51,51,68,69,2203,0,0,0.200000003,4,0,3.200000048,0,1,3,7,8,"North America","Europe Tier 1","Right","Defense",2
"3127",4633,233486,"R. Le Normand","Robin Le Normand",3.3,15,22,49,25,45,39,69,67,283,0,1,0.5,1,0,2,0,1,3,3,5,"Europe","Europe Tier 1","Right","Defense",2
"3128",4635,202356,"Z. Erdal","Ziya Erdal",1.7,9,31,69,51,60,62,70,74,2036,0,2,0.400000006,3,1,1.299999952,0,1,2,2,4,"Europe","Europe Tier 2","Left","Defensive Midfield,Defense",2
"3130",4640,200424,"B. Rienstra","Ben Rienstra",1.7,9,29,66,66,65,68,66,72,2626,4,3,1.299999952,3,1,2,0,1,3,2,4,"Europe","Europe Tier 2","Right","Defensive Midfield,Defense",2
"3132",4643,240458,"Ander Guevara","Ander Guevara Lajo",1.7,9,21,51,61,68,69,58,54,90,0,0,3,0,0,1,0,1,3,3,5,"Europe","Europe Tier 1","Right","Defensive Midfield",2
"3133",4648,228517,"A. Rinomhota","Andy Rinomhota",1.7,9,22,80,51,61,73,69,73,2116,1,1,0.200000003,5,0,1,2,1,3,1,3,"Europe","Europe Tier 3","Right","Defensive Midfield",2
"3134",4651,233795,"B. Brereton","Ben Brereton",1.3,8,20,85,66,58,69,42,67,679,1,1,0.600000024,3,0,0.100000001,0,1,2,1,4,"Europe","Europe Tier 3","Right","Attacking Midfield,Forward",2
"3135",4656,245238,"Javi Sánchez","Javier Sánchez de Felipe",1.7,8,22,58,32,46,45,68,73,166,0,0,0,1,0,4.5,0,1,3,10,10,"Europe","Europe Tier 1","Right","Defense",2
"3136",4658,233121,"C. Timite","Cheick Timite",1.7,4,21,75,64,55,70,35,63,1453,1,1,1.299999952,2,0,0.800000012,0,1,3,1,2,"Africa","Europe Tier 3","Right","Attacking Midfield,Forward",2
"3137",4664,231823,"J. Hoogma","Justin Hoogma",1.7,6,21,64,29,51,56,69,71,1171,0,0,0.300000012,0,0,3,0,1,3,5,6,"Europe","Europe Tier 1","Left","Defense",2
