"","S.No.","sofifa_id","short_name","long_name","Market_Value","Wages","age","pace","shooting","passing","dribbling","defending","physic","Mins_Total","Goals_total","Assists_Total","Shots_per_game_total","Yellow_Cards_Total","Red_Cards_Total","Aerial_Battles_Won_Per_Game_Total","Man_of_The_Match_Total","Player_international_reputation","weak_foot","Club_Int_Prestige","Club_Domestic_Prestige","Player_Continent","Club_Continent","preferred_foot","Position_Final","Clusters"
"1406",1606,232255,"A. Bouzat","Agustín Bouzat",7,15,25,92,63,67,77,57,69,1870,4,4,1.299999952,2,0,0.600000024,2,1,3,5,5,"South America","South America","Left","Attacking Midfield,Forward",1
"1408",1609,247375,"D. Saba","Dia Saba",7,15,26,88,67,69,76,29,59,2219,13,6,3.599999905,3,0,0.200000003,5,1,4,4,5,"Asia","Asia Pacific","Left","Attacking Midfield,Forward",1
"1411",1613,198420,"M. Waris","Abdul Majeed Waris",7,15,27,92,72,65,77,39,67,2256,5,3,1.200000048,3,0,0.400000006,0,1,4,7,10,"Africa","Europe Tier 3","Right","Attacking Midfield,Forward",1
"1413",1616,233138,"Y. Kobayashi","Y. Kobayashi",7,10,31,81,75,67,76,30,65,2116,0,8,0.600000024,3,1,0.899999976,1,1,4,5,8,"Asia","Asia Pacific","Right","Attacking Midfield",1
"1419",1625,190607,"D. Quintero","Carlos Darwin Quintero Villalba",6,10,31,86,73,70,81,28,65,2241,10,6,2.599999905,5,0,0.400000006,2,1,3,1,3,"South America","North America","Right","Attacking Midfield,Forward",1
"1424",1630,190577,"S. Blanco","Sebastián Marcelo Blanco",7,10,31,76,74,73,78,33,70,2604,6,11,3.5,9,0,0.400000006,6,1,5,3,7,"South America","North America","Right","Attacking Midfield",1
"1429",1640,237532,"Rodrigo","Rodrigo Alves Soares",7,2,26,75,61,75,75,69,75,2902,4,6,0.800000012,2,0,0.800000012,1,1,2,4,9,"South America","Europe Tier 3","Right","Defensive Midfield,Defense",1
"1431",1647,225614,"I. Akhmetov","Ilzat Akhmetov",7,20,21,75,58,72,76,60,51,2099,0,3,2.100000143,8,0,1,1,1,4,7,10,"Europe","Europe Tier 2","Right","Midfield (Attacking/Defensive)",1
"1432",1650,234857,"I. Oblyakov","Ivan Oblyakov",7,20,20,73,65,75,76,55,64,2484,3,6,3,4,1,1.299999952,2,1,2,7,10,"Europe","Europe Tier 2","Left","Midfield (Attacking/Defensive)",1
"1434",1652,161956,"Borja Valero","Borja Valero Iglesias",6.5,70,34,48,69,84,82,66,60,1729,0,1,1.5,6,0,0.100000001,0,3,4,7,9,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"1437",1655,189157,"Y. Bolasie","Yannick Bolasie Yala",6.5,15,30,81,69,69,79,34,75,954,2,4,1.200000048,4,0,1.100000024,0,2,4,5,6,"Africa","Europe Tier 1","Right","Attacking Midfield,Forward",1
"1442",1662,189446,"J. Stanislas","Junior Stanislas",6.5,60,29,75,70,73,75,36,55,1027,2,3,1.5,1,0,0.400000006,0,1,3,1,3,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"1444",1664,125871,"H. Kaldirim","Hasan Ali Kaldirim",6.5,50,29,74,56,68,71,74,72,3218,3,4,2.099999905,8,1,1.500000119,1,1,2,7,9,"Europe","Europe Tier 2","Left","Defense",1
"1447",1667,189207,"J. Durmaz","Jimmy Durmaz",6.5,50,30,70,70,75,77,34,60,1905,4,1,1.100000024,5,0,0.300000012,1,2,4,7,10,"Europe","Europe Tier 2","Left","Attacking Midfield",1
"1448",1669,203177,"D. Foulquier","Dimitri Foulquier",6.5,50,26,73,60,68,75,72,73,1809,3,2,0.5,7,0,1,1,1,3,3,4,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"1449",1670,171972,"J. McArthur","James McArthur",6.5,50,31,60,65,72,73,71,75,3072,3,6,0.899999976,7,0,1.299999952,1,1,3,2,3,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"1450",1671,186190,"P. van Aanholt","Patrick  van Aanholt",6.5,50,28,87,68,70,76,72,71,3198,3,2,1.299999952,3,0,0.300000012,0,1,4,2,3,"Europe","Europe Tier 1","Left","Defensive Midfield,Defense",1
"1459",1681,190875,"J. Kucka","Juraj Kucka",6.5,40,32,60,72,72,74,77,88,1536,4,3,1.399999976,4,1,4.199999809,1,2,3,2,4,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"1461",1684,188166,"M. Phillips","Matt Phillips",6.5,40,28,82,70,71,75,43,70,2234,5,7,1.299999952,2,0,1,5,1,4,1,9,"Europe","Europe Tier 3","Right","Attacking Midfield,Forward",1
"1467",1693,203280,"V. Germain","Valère Germain",6.5,30,29,75,75,71,73,38,67,2393,8,2,3.299999952,1,0,3.799999952,3,2,4,5,7,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"1469",1696,184716,"J. Allen","Joe Allen",5.5,30,29,67,65,72,75,73,73,4132,6,4,0.899999976,9,0,1.299999952,4,2,3,1,7,"Europe","Europe Tier 3","Right","Midfield (Attacking/Defensive)",1
"1470",1697,186143,"O. Norwood","Oliver Norwood",6.5,30,28,57,66,78,68,70,62,3808,3,8,1.299999952,11,0,1.399999976,7,1,3,1,1,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"1472",1700,219789,"H. Traoré","Hamari Traoré",6.5,30,27,81,54,68,75,71,69,3649,0,2,2.199999809,11,0,2.100000143,0,1,3,3,6,"Africa","Europe Tier 1","Right","Defensive Midfield,Defense",1
"1473",1701,177569,"J. De Guzmán","Jonathan  de Guzmán",5.5,30,31,66,73,79,79,54,67,1937,3,9,1.400000095,6,0,1.100000024,1,2,4,5,6,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"1478",1706,184271,"Y. Sankharé","Younousse Sankharé",6.5,30,29,63,70,72,73,72,79,1836,2,3,2.200000048,9,0,1.899999976,1,2,3,3,6,"Africa","Europe Tier 1","Left","Midfield (Attacking/Defensive)",1
"1480",1708,192587,"A. Ioni?a","Artur Ioni?a",6.5,30,28,64,68,72,70,75,78,2979,3,2,1,4,1,2.5,1,2,4,1,4,"Europe","Europe Tier 1","Right","Attacking Midfield",1
"1482",1710,200641,"Y. Konoplyanka","Yevhen Konoplyanka",6.5,2,29,81,72,72,78,31,62,1116,1,1,3.599999905,0,1,0.699999988,0,2,3,7,10,"Europe","Europe Tier 4","Right","Attacking Midfield,Forward",1
"1484",1713,204472,"B. Sarr","Bouna Sarr",6.5,30,27,82,66,69,74,71,71,2511,1,1,1,4,1,1.500000119,3,1,3,5,7,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"1486",1715,229221,"William","William de Asevedo Furtado",6.5,30,24,77,50,68,76,70,69,2676,2,1,0.800000012,10,0,1.600000024,1,1,3,4,6,"South America","Europe Tier 1","Right","Defensive Midfield,Defense",1
"1487",1716,218534,"S. Adamyan","Sargis Adamyan",6.5,30,26,76,73,64,76,37,70,2854,15,8,3.200000048,9,0,1.5,2,1,3,5,6,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"1492",1724,198617,"D. Drexler","Dominick Drexler",6.5,30,29,75,63,72,77,40,57,2906,9,14,1.5,5,0,1.100000024,5,1,3,3,4,"Europe","Europe Tier 1","Right","Attacking Midfield",1
"1495",1728,142707,"L. López","Lisandro López",6.5,20,36,75,82,73,80,50,70,2094,17,1,2.099999905,3,0,1.600000024,6,2,4,8,9,"South America","South America","Right","Attacking Midfield,Forward",1
"1498",1731,198113,"M. Höger","Marco Höger",6.5,30,29,51,69,72,70,74,79,2006,1,3,0.300000012,8,0,3,2,2,4,3,4,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"1500",1735,219681,"J. Amavi","Jordan Amavi",4.5,20,25,77,65,69,71,69,72,2438,0,2,1.200000048,8,2,6.900000095,0,1,5,5,7,"Europe","Europe Tier 1","Left","Defensive Midfield,Defense",1
"1503",1740,188337,"M. Wakaso","Mubarak Wakaso",6.5,20,28,83,66,72,76,71,76,1668,1,1,1.100000024,9,0,0.600000024,0,1,2,1,3,"Africa","Europe Tier 1","Left","Midfield (Attacking/Defensive)",1
"1508",1747,199827,"P. Hernández","Pedro Pablo Hernández",6.5,20,32,65,71,74,72,64,75,1343,2,1,1.100000024,6,2,3.700000048,1,2,3,8,9,"South America","South America","Left","Midfield (Attacking/Defensive)",1
"1510",1749,202493,"Aleix Vidal","Aleix Vidal Parreu",7.5,20,29,85,66,71,78,72,71,758,0,2,2.400000095,3,0,0.699999988,1,2,4,7,7,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"1514",1753,215322,"J. Silva","Jonathan Silva",6.5,20,25,75,60,68,72,71,74,2700,3,6,0.800000012,9,0,0.600000024,0,1,3,1,4,"South America","Europe Tier 1","Left","Defensive Midfield,Defense",1
"1516",1755,203736,"S. Bahoken","Stéphane Bahoken",6.5,20,27,80,72,57,71,24,71,2493,11,1,2.099999905,3,0,1.200000048,0,1,3,1,4,"Africa","Europe Tier 1","Right","Forward",1
"1518",1757,159065,"E. Lavezzi","Ezequiel Iván Lavezzi",6.5,20,34,84,79,78,83,40,71,645,3,1,1.899999976,0,0,0.300000012,0,3,4,1,3,"South America","Asia Pacific","Right","Attacking Midfield,Forward",1
"1519",1758,176944,"M. Fellaini","Marouane Fellaini-Bakkioui",6.5,20,31,42,71,70,69,76,88,1868,8,3,2.099999905,3,1,4.400000095,2,3,3,3,6,"Europe","Asia Pacific","Right","Midfield (Attacking/Defensive)",1
"1520",1760,208621,"Óscar Plano","Óscar Plano Pedreño",6.5,20,28,81,70,74,76,54,69,2697,3,4,1.399999976,8,0,1.100000024,4,1,4,1,2,"Europe","Europe Tier 1","Left","Attacking Midfield,Forward",1
"1523",1764,214665,"J. Ramírez","Juan Edgardo Ramírez",6.5,20,26,76,69,72,78,65,64,1784,1,2,1.399999976,1,0,1.100000024,2,1,3,8,9,"South America","South America","Left","Attacking Midfield",1
"1534",1782,193425,"H. Behrens","Hanno Behrens",6.5,15,29,67,71,65,70,75,81,2643,4,1,1.299999952,3,0,3.5,1,1,2,1,9,"Europe","Europe Tier 3","Right","Attacking Midfield,Forward",1
"1535",1783,200438,"Guilherme","Guilherme Costa Marques",6.5,15,28,91,66,69,77,51,65,2256,5,7,0.899999976,8,1,0.5,1,1,3,1,2,"South America","Europe Tier 2","Left","Defensive Midfield,Defense",1
"1538",1789,199912,"S. Kittel","Sonny Kittel",6.5,15,26,75,69,73,78,34,56,2369,10,3,1.600000024,5,0,0.400000006,3,1,5,3,10,"Europe","Europe Tier 3","Right","Attacking Midfield,Forward",1
"1540",1792,186935,"Claudemir","Claudemir Domingues de Souza",6.5,15,31,62,67,74,73,73,77,2455,2,4,0.400000006,4,0,1.700000048,1,1,3,3,8,"South America","Europe Tier 2","Right","Defensive Midfield",1
"1541",1793,188313,"Diogo Viana","Diogo Filipe Guerreiro Viana",6.5,15,29,84,65,73,78,71,65,2319,1,6,0.600000024,7,0,0.699999988,3,1,3,3,8,"Europe","Europe Tier 2","Right","Defensive Midfield,Defense",1
"1543",1795,202330,"A. Diaby","Abdoulay Diaby",8,60,28,93,71,67,75,38,63,2051,4,4,2.299999952,3,0,0.900000036,0,1,2,4,9,"Africa","Europe Tier 2","Left","Attacking Midfield",1
"1551",1807,194761,"Borja García","Borja García Freire",6.5,10,28,79,70,73,76,58,65,2639,1,3,1,0,1,0.699999988,1,1,3,1,4,"Europe","Europe Tier 3","Right","Attacking Midfield",1
"1557",1815,186307,"M. Fabián","Marco Jhonfai Fabián De La Mora",6.5,9,29,63,75,75,78,34,63,1292,8,1,2.799999952,5,1,0.100000001,2,2,4,1,4,"North America","North America","Right","Attacking Midfield,Forward",1
"1558",1816,199729,"D. Royer","Daniel Royer",6.5,9,29,83,73,68,76,48,73,2419,11,8,2.799999952,1,0,1.799999952,2,1,3,4,8,"Europe","North America","Right","Attacking Midfield",1
"1559",1817,202078,"D. Nagbe","Darlington Nagbe",6.5,9,28,80,64,70,80,63,70,3095,2,4,0.699999988,2,0,0.699999988,2,1,3,4,9,"North America","North America","Right","Midfield (Attacking/Defensive)",1
"1560",1818,203796,"F. Gutiérrez","Felipe Alejandro Gutiérrez Leiva",6.5,9,28,66,70,75,76,60,65,2723,12,1,2,11,0,0.400000006,3,2,4,2,7,"South America","North America","Left","Defensive Midfield",1
"1561",1819,204874,"A. Katai","Aleksandar Katai",5.5,9,28,66,75,73,77,43,67,2106,6,6,3.599999905,3,1,0.400000006,3,1,4,1,5,"Europe","North America","Right","Attacking Midfield",1
"1563",1822,205895,"A. Ring","Alexander Ring",6.5,9,28,74,65,70,73,73,76,2880,4,4,1.5,12,0,1.100000024,3,1,3,5,10,"Europe","North America","Right","Defensive Midfield,Defense",1
"1567",1826,241907,"D. Rossi","Diego Rossi",6.5,7,21,82,71,65,76,28,55,3082,17,8,3.099999905,1,0,0.300000012,1,1,4,2,8,"South America","North America","Right","Attacking Midfield",1
"1570",1841,173771,"L. Piszczek","Lukasz Piszczek",6,80,34,77,68,75,73,82,78,2209,1,6,1.200000048,3,0,4.300000191,2,3,4,7,9,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"1571",1842,152879,"M. Noble","Mark Noble",6,70,32,41,67,76,73,72,70,2308,5,5,0.5,6,1,0.300000012,0,2,3,4,5,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"1578",1852,189053,"F. Caputo","Francesco Caputo",6,50,31,84,76,58,73,29,67,3420,16,3,2.5,3,0,0.699999988,1,1,4,3,5,"Europe","Europe Tier 1","Right","Forward",1
"1583",1859,170320,"L. De Silvestri","Lorenzo De Silvestri",6,40,31,71,68,73,74,76,75,2427,2,4,0.899999976,2,0,2.400000095,0,2,3,4,6,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"1588",1864,192427,"Júnior Caiçara","Uílson de Souza Paula Júnior",6,30,30,80,56,74,76,72,65,2970,0,2,0.600000024,7,0,1.100000024,0,2,4,5,8,"South America","Europe Tier 2","Right","Defensive Midfield,Defense",1
"1594",1870,192722,"R. Hamouma","Romain Hamouma",7,30,32,67,73,76,78,42,63,1595,4,4,1.299999952,2,1,0.899999976,2,2,4,3,6,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"1595",1871,201073,"N. De Préville","Nicolas De Préville",6,30,28,76,72,72,75,36,66,1419,4,2,2.899999857,5,0,1.799999952,1,2,3,3,6,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"1598",1874,230857,"Nuno da Costa","Nuno Miguel da Costa Jóia",6,30,28,78,72,64,77,26,61,2055,8,5,1.399999976,3,0,1.600000024,1,1,3,1,4,"Africa","Europe Tier 1","Right","Attacking Midfield,Forward",1
"1605",1882,200875,"E. Gigliotti","Emmanuel Gigliotti",6,30,32,59,78,60,68,45,77,1248,12,2,3.200000048,2,0,1.700000048,5,1,3,7,7,"South America","North America","Right","Forward",1
"1609",1886,193683,"X. Chavalerin","Xavier Chavalerin",6,30,28,67,62,72,71,68,72,3240,2,2,0.600000024,8,0,0.300000012,1,1,3,1,4,"Europe","Europe Tier 1","Left","Defensive Midfield",1
"1615",1896,207924,"Lucas Lima","Lucas Pedro Alves de Lima",5,30,27,73,57,72,73,71,71,2495,0,4,0.699999988,6,0,1.299999952,1,1,1,6,10,"South America","Asia Pacific","Left","Defensive Midfield,Defense",1
"1617",1898,227732,"A. Donis","Anastasios Donis",6,20,22,87,71,57,79,25,65,961,5,2,1.299999952,4,0,0.400000006,2,1,4,3,10,"Europe","Europe Tier 3","Right","Attacking Midfield,Forward",1
"1619",1902,231236,"M. Cafaro","Mathieu Cafaro",6,20,22,75,68,72,76,44,61,2103,7,3,2.099999905,5,0,0.400000006,2,1,3,1,4,"Europe","Europe Tier 1","Right","Attacking Midfield",1
"1624",1907,223066,"A. Chávez","Andrés Chávez",6,15,28,75,75,65,70,36,81,1255,5,3,1.899999976,4,1,3,1,1,2,7,7,"South America","South America","Left","Forward",1
"1625",1908,158138,"A. Hunt","Aaron Hunt",6,15,32,65,73,75,76,44,63,1571,5,1,1.299999952,1,0,0.800000012,1,2,3,3,10,"Europe","Europe Tier 3","Left","Attacking Midfield,Forward",1
"1628",1913,202061,"J. Kurtic","Jasmin Kurtic",6,15,30,61,69,73,71,71,78,2561,6,5,2.099999905,9,0,2.099999905,1,2,3,1,1,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"1629",1914,200433,"L. Hinterseer","Lukas Hinterseer",6,15,28,63,74,65,69,44,75,2699,18,5,2.599999905,4,0,3.900000095,4,2,3,3,10,"Europe","Europe Tier 3","Right","Attacking Midfield,Forward",1
"1630",1916,238068,"M. Richter","Marco Richter",6,15,21,82,69,62,77,27,60,1433,4,6,2.200000048,4,0,0.899999976,1,1,4,3,3,"Europe","Europe Tier 1","Right","Attacking Midfield",1
"1636",1929,237960,"Mama Baldé","Mama Samba Baldé",6,10,23,89,70,64,73,65,76,2276,8,1,2.700000048,6,0,2,4,1,3,1,2,"Africa","Europe Tier 1","Right","Defensive Midfield,Defense",1
"1637",1930,162280,"A. Mierzejewski","Adrian Mierzejewski",6,10,32,73,74,73,77,45,73,2465,4,7,2.099999905,3,0,1.100000024,3,2,4,1,2,"Europe","Asia Pacific","Left","Attacking Midfield",1
"1638",1931,223682,"Granell","Àlex Granell Nogué",6,10,30,61,72,77,71,65,67,2392,0,4,1.200000048,5,0,1,1,1,4,1,4,"Europe","Europe Tier 3","Left","Defensive Midfield",1
"1640",1935,214973,"L. Villafañez","Lucas Villafañez",6,10,27,77,67,73,77,34,50,2161,0,6,0.899999976,7,0,0.400000006,2,1,3,5,4,"South America","North America","Right","Attacking Midfield",1
"1641",1936,225289,"N. Fernández","Nicolás Fernández",6,10,23,86,71,62,76,31,55,1887,8,2,2.5,5,0,0.300000012,2,1,4,3,6,"South America","South America","Right","Attacking Midfield,Forward",1
"1642",1937,196144,"J. Martínez","Jackson Martínez",6,10,32,67,74,62,71,39,76,2234,9,1,2.900000095,7,0,4.400000095,3,3,4,1,3,"South America","Europe Tier 2","Right","Forward",1
"1643",1939,183895,"M. Moralez","Maximiliano Nicol Moralez",6,10,32,73,71,74,77,52,50,2527,7,13,1.799999952,7,0,0.300000012,4,2,4,5,10,"South America","North America","Right","Attacking Midfield,Forward",1
"1649",1945,238555,"J. Savarino","Jefferson Savarino",6,8,22,82,70,66,77,37,63,2506,9,5,2.799999952,2,1,0.100000001,5,1,4,4,6,"South America","North America","Right","Attacking Midfield",1
"1654",1958,177604,"Nacho Monreal","Ignacio Monreal Eraso",5.5,30,33,63,61,71,74,80,68,2719,1,5,0.699999988,5,0,3.100000143,0,2,3,3,5,"Europe","Europe Tier 1","Left","Defensive Midfield,Defense",1
"1655",1959,184949,"Mariano","Mariano Ferreira Filho",5.5,60,33,82,64,75,76,71,76,2779,0,5,0.200000003,10,0,0.300000012,1,1,3,7,10,"South America","Europe Tier 2","Right","Defensive Midfield,Defense",1
"1657",1962,194806,"C. Dawson","Craig Dawson",5.5,50,29,62,43,58,60,75,77,3716,3,2,0.699999988,10,0,4.300000191,3,2,2,3,4,"Europe","Europe Tier 1","Right","Defense",1
"1658",1963,189595,"M. Ekici","Mehmet Ekici",5.5,50,29,65,72,75,74,54,63,1088,3,1,2,2,1,0.899999976,1,2,5,7,9,"Europe","Europe Tier 2","Right","Midfield (Attacking/Defensive)",1
"1660",1965,171875,"C. Erkin","Caner Erkin",5.5,50,30,79,73,75,79,69,74,2520,1,1,0.899999976,12,1,3.099999905,1,2,2,7,10,"Europe","Europe Tier 2","Left","Defensive Midfield,Defense",1
"1661",1966,193849,"C. Hourihane","Conor Hourihane",5.5,50,28,65,69,75,69,65,74,3318,8,11,1.899999976,7,0,0.699999988,1,1,4,2,2,"Europe","Europe Tier 1","Left","Defensive Midfield",1
"1664",1969,232104,"D. James","Daniel James",5.5,50,21,94,61,63,73,27,57,2507,4,7,2.599999905,2,0,0.5,2,1,4,7,8,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"1665",1970,198946,"D. D'Ambrosio","Danilo D'Ambrosio",5.5,40,30,68,55,65,71,78,70,3128,2,5,1.299999952,9,0,3.5,2,2,3,7,9,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"1669",1976,186115,"K. Gibbs","Kieran  Gibbs",5.5,40,29,77,56,69,73,73,71,3249,4,4,0.5,4,0,1,0,2,2,1,9,"Europe","Europe Tier 3","Left","Defensive Midfield,Defense",1
"1673",1980,158626,"M. Debuchy","Mathieu Debuchy",5.5,30,33,69,67,73,75,78,73,1948,4,3,0.600000024,4,1,4,2,3,3,3,6,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"1674",1981,186395,"M. Ritchie","Matt Ritchie",5.5,30,29,73,74,76,76,65,69,2940,2,8,1.100000024,9,0,1,1,1,4,3,4,"Europe","Europe Tier 1","Left","Defensive Midfield,Defense",1
"1691",2000,205364,"F. Novák","Filip Novák",5.5,30,29,79,65,69,73,73,75,2577,5,2,0.699999988,4,0,1.899999976,1,1,3,5,6,"Europe","Europe Tier 2","Left","Defense",1
"1694",2003,183540,"B. Bannan","Barry Bannan",5.5,30,29,64,64,76,75,49,53,3596,5,11,1,14,0,0.400000006,3,1,1,1,5,"Europe","Europe Tier 3","Left","Midfield (Attacking/Defensive)",1
"1695",2004,189462,"J. Hoilett","David Junior Hoilett",3.9,20,29,87,71,69,77,35,64,2143,3,1,1.299999952,4,0,0.600000024,0,2,3,1,8,"North America","Europe Tier 3","Right","Attacking Midfield,Forward",1
"1697",2006,224883,"S. Mounié","Steve Mounié",5.5,30,24,65,71,61,65,42,78,1778,2,3,2,1,1,6.800000191,2,1,3,1,7,"Africa","Europe Tier 1","Right","Forward",1
"1698",2007,206518,"C. Robinson","Callum Robinson",5.5,30,24,85,72,65,74,34,60,2044,12,3,3,1,0,0.400000006,4,1,3,1,1,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"1699",2008,154472,"Jorge Molina","Jorge Molina Vidal",4.3,20,37,39,83,67,70,41,70,2651,14,5,1.5,2,0,2.400000095,4,1,4,2,5,"Europe","Europe Tier 1","Right","Forward",1
"1710",2024,189234,"M. Risse","Marcel Risse",5.5,20,29,74,75,72,73,66,66,1563,1,3,1.899999976,1,0,0.100000001,1,2,2,3,4,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"1712",2029,164376,"G. Pellè","Graziano Pellè",5.5,20,33,48,76,64,63,34,85,2096,17,4,3.400000095,2,0,6.199999809,6,3,4,3,6,"Europe","Asia Pacific","Right","Forward",1
"1713",2030,189043,"D. Brosinski","Daniel Brosinski",5.5,20,30,76,60,72,73,72,69,2206,3,5,0.699999988,2,0,0.899999976,1,1,3,3,4,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"1720",2039,201982,"J. Schmid","Jonathan Schmid",5.5,20,29,76,64,74,75,69,75,2520,3,7,0.600000024,1,0,1,2,2,3,2,2,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"1721",2040,211862,"A. Hahn","André Hahn",5.5,20,28,72,76,67,66,55,83,2050,4,4,1.299999952,7,0,2,1,2,4,3,3,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"1723",2042,210724,"C. Paterson","Callum Paterson",5.5,20,24,74,67,66,68,69,86,1996,4,1,1.5,4,0,7.5,1,1,3,1,8,"Europe","Europe Tier 3","Right","Defensive Midfield,Defense",1
"1728",2047,192349,"Renatinho","Renato Ribeiro Calixto Aguiar",5.5,20,30,77,72,69,80,37,65,1502,7,3,1.799999952,2,0,0.699999988,2,1,3,4,5,"South America","Asia Pacific","Left","Attacking Midfield,Forward",1
"1735",2055,220198,"B. Celina","Bersant Celina",5.5,20,22,76,70,69,75,26,59,2964,5,6,2.299999952,1,0,0.200000003,3,1,3,1,6,"Europe","Europe Tier 3","Right","Attacking Midfield,Forward",1
"1737",2060,215199,"R. Botta","Rubén Botta",3.9,20,29,78,71,73,75,37,65,1344,2,2,1.600000024,0,0,0.600000024,2,1,3,8,9,"South America","South America","Left","Attacking Midfield,Forward",1
"1745",2071,215165,"C. Rius","Ciro Rius",5.5,15,30,81,65,72,76,54,72,1800,1,3,0.800000012,3,0,0.5,1,1,3,4,7,"South America","South America","Right","Attacking Midfield,Forward",1
"1747",2076,212127,"D. Lazovic","Darko Lazovic",5.5,15,28,86,64,71,76,47,47,2550,3,4,1.200000048,2,0,0.5,1,1,4,1,2,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"1748",2077,240690,"N. González","Nicolás Iván González",5.5,15,21,79,65,61,78,38,63,2164,2,3,2,2,1,3.900000095,1,1,3,3,10,"South America","Europe Tier 3","Left","Attacking Midfield,Forward",1
"1749",2079,226211,"Roger Guedes","Roger Krug Guedes",8,15,22,82,69,70,78,31,64,1712,12,4,3.599999905,2,0,1.100000024,6,1,3,3,6,"South America","Asia Pacific","Right","Attacking Midfield,Forward",1
"1750",2081,224065,"D. Blanco","Domingo Felipe Blanco",5.5,15,24,81,63,71,81,58,66,1946,0,2,0.800000012,4,0,0.300000012,2,1,3,8,9,"South America","South America","Right","Attacking Midfield",1
"1751",2082,225653,"G. Kerk","Gyrano Kerk",5.5,15,23,93,69,61,74,32,70,2909,8,9,1.600000024,2,0,0.699999988,3,1,2,2,7,"Europe","Europe Tier 2","Right","Attacking Midfield,Forward",1
"1752",2083,240060,"M. Aarons","Maximillian James Aarons",5.5,15,19,83,41,60,73,70,64,3665,2,6,0.600000024,8,0,0.600000024,1,1,3,1,1,"Europe","Europe Tier 1","Right","Defense",1
